DDG_CNNaff DDG_scr DDG_Paff rec lig1 lig2
-0.19494000000000078 -0.009259999999999997 -0.059883388612947286 1AO8 1AO800 1AO801
0.12918999999999947 0.024500000000000004 0.49002894041416933 1AO8 1AO800 1AO802
0.14380999999999933 0.005240000000000002 -0.37065019262227494 1AO8 1AO800 1AO803
-0.013819999999999943 -0.04582 -0.3808881999963507 1AO8 1AO800 1AO804
0.0179399999999994 0.029820000000000003 0.6002815344024954 1AO8 1AO800 1AO805
-0.28574000000000055 0.045450000000000004 0.9377253619995223 1AO8 1AO800 1AO806
0.4856699999999998 0.008180000000000007 0.5233248506934185 1AO8 1AO800 1AO807
0.7233599999999996 0.0204 1.280280731179087 1AO8 1AO800 1AO808
0.7863499999999997 0.04 1.593398098105931 1AO8 1AO800 1AO809
-0.12087000000000003 -0.0021599999999999953 -0.6578591327249255 1AO8 1AO800 1AO810
0.03251999999999988 0.022260000000000002 -0.07301669253304688 1AO8 1AO800 1AO811
0.19494000000000078 0.009259999999999997 0.059883388612947286 1AO8 1AO801 1AO800
0.32413000000000025 0.03376 0.5499123290271166 1AO8 1AO801 1AO802
0.3387500000000001 0.014499999999999999 -0.31076680400932766 1AO8 1AO801 1AO803
0.18112000000000084 -0.03656 -0.3210048113834034 1AO8 1AO801 1AO804
0.21288000000000018 0.039080000000000004 0.6601649230154427 1AO8 1AO801 1AO805
-0.09079999999999977 0.05471 0.9976087506124696 1AO8 1AO801 1AO806
0.6806100000000006 0.017440000000000004 0.5832082393063658 1AO8 1AO801 1AO807
0.9183000000000003 0.02966 1.3401641197920342 1AO8 1AO801 1AO808
0.9812900000000004 0.04926 1.6532814867188783 1AO8 1AO801 1AO809
0.07407000000000075 0.007100000000000002 -0.5979757441119782 1AO8 1AO801 1AO810
0.22746000000000066 0.03152 -0.013133303920099593 1AO8 1AO801 1AO811
-0.12918999999999947 -0.024500000000000004 -0.49002894041416933 1AO8 1AO802 1AO800
-0.32413000000000025 -0.03376 -0.5499123290271166 1AO8 1AO802 1AO801
0.014619999999999855 -0.019260000000000003 -0.8606791330364443 1AO8 1AO802 1AO803
-0.14300999999999942 -0.07032000000000001 -0.87091714041052 1AO8 1AO802 1AO804
-0.11125000000000007 0.005319999999999998 0.1102525939883261 1AO8 1AO802 1AO805
-0.41493 0.02095 0.44769642158535294 1AO8 1AO802 1AO806
0.35648000000000035 -0.016319999999999998 0.03329591027924916 1AO8 1AO802 1AO807
0.5941700000000001 -0.004100000000000003 0.7902517907649176 1AO8 1AO802 1AO808
0.6571600000000002 0.015499999999999998 1.1033691576917617 1AO8 1AO802 1AO809
-0.2500599999999995 -0.02666 -1.1478880731390948 1AO8 1AO802 1AO810
-0.09666999999999959 -0.0022400000000000024 -0.5630456329472162 1AO8 1AO802 1AO811
-0.14380999999999933 -0.005240000000000002 0.37065019262227494 1AO8 1AO803 1AO800
