DDG_CNNaff DDG_scr DDG_Paff rec lig1 lig2
-0.5485800000000003 0.00385000000000002 -0.059883388612947286 1AO8 1AO800 1AO801
-0.07768999999999959 0.024760000000000004 0.49002894041416933 1AO8 1AO800 1AO802
0.6031700000000004 0.32825000000000004 -0.37065019262227494 1AO8 1AO800 1AO803
0.15735999999999972 0.07406000000000001 -0.3808881999963507 1AO8 1AO800 1AO804
-0.2943199999999999 0.02139000000000002 0.6002815344024954 1AO8 1AO800 1AO805
-0.29044000000000025 0.10811000000000004 0.9377253619995223 1AO8 1AO800 1AO806
0.18538999999999994 0.004750000000000032 0.5233248506934185 1AO8 1AO800 1AO807
-0.03990000000000027 0.003310000000000035 1.280280731179087 1AO8 1AO800 1AO808
-0.16837999999999997 0.042830000000000035 1.593398098105931 1AO8 1AO800 1AO809
0.059490000000000265 0.07626 -0.6578591327249255 1AO8 1AO800 1AO810
-0.11146999999999974 0.04251000000000005 -0.07301669253304688 1AO8 1AO800 1AO811
0.5485800000000003 -0.00385000000000002 0.059883388612947286 1AO8 1AO801 1AO800
0.4708900000000007 0.020909999999999984 0.5499123290271166 1AO8 1AO801 1AO802
1.1517500000000007 0.3244 -0.31076680400932766 1AO8 1AO801 1AO803
0.70594 0.07021 -0.3210048113834034 1AO8 1AO801 1AO804
0.2542600000000004 0.01754 0.6601649230154427 1AO8 1AO801 1AO805
0.25814000000000004 0.10426000000000002 0.9976087506124696 1AO8 1AO801 1AO806
0.7339700000000002 0.0009000000000000119 0.5832082393063658 1AO8 1AO801 1AO807
0.50868 -0.0005399999999999849 1.3401641197920342 1AO8 1AO801 1AO808
0.3802000000000003 0.038980000000000015 1.6532814867188783 1AO8 1AO801 1AO809
0.6080700000000006 0.07240999999999997 -0.5979757441119782 1AO8 1AO801 1AO810
0.43711000000000055 0.03866000000000003 -0.013133303920099593 1AO8 1AO801 1AO811
0.07768999999999959 -0.024760000000000004 -0.49002894041416933 1AO8 1AO802 1AO800
-0.4708900000000007 -0.020909999999999984 -0.5499123290271166 1AO8 1AO802 1AO801
0.68086 0.30349000000000004 -0.8606791330364443 1AO8 1AO802 1AO803
0.23504999999999932 0.04930000000000001 -0.87091714041052 1AO8 1AO802 1AO804
-0.21663000000000032 -0.003369999999999984 0.1102525939883261 1AO8 1AO802 1AO805
-0.21275000000000066 0.08335000000000004 0.44769642158535294 1AO8 1AO802 1AO806
0.26307999999999954 -0.020009999999999972 0.03329591027924916 1AO8 1AO802 1AO807
0.037789999999999324 -0.02144999999999997 0.7902517907649176 1AO8 1AO802 1AO808
-0.09069000000000038 0.01807000000000003 1.1033691576917617 1AO8 1AO802 1AO809
0.13717999999999986 0.05149999999999999 -1.1478880731390948 1AO8 1AO802 1AO810
-0.03378000000000014 0.017750000000000044 -0.5630456329472162 1AO8 1AO802 1AO811
-0.6031700000000004 -0.32825000000000004 0.37065019262227494 1AO8 1AO803 1AO800
-1.1517500000000007 -0.3244 0.31076680400932766 1AO8 1AO803 1AO801
-0.68086 -0.30349000000000004 0.8606791330364443 1AO8 1AO803 1AO802
-0.4458100000000007 -0.25419 -0.010238007374075764 1AO8 1AO803 1AO804
-0.8974900000000003 -0.30686 0.9709317270247704 1AO8 1AO803 1AO805
-0.8936100000000007 -0.22014 1.3083755546217972 1AO8 1AO803 1AO806
-0.4177800000000005 -0.3235 0.8939750433156934 1AO8 1AO803 1AO807
-0.6430700000000007 -0.32494 1.6509309238013619 1AO8 1AO803 1AO808
-0.7715500000000004 -0.28542 1.964048290728206 1AO8 1AO803 1AO809
-0.5436800000000002 -0.25199000000000005 -0.2872089401026505 1AO8 1AO803 1AO810
-0.7146400000000002 -0.28574 0.29763350008922806 1AO8 1AO803 1AO811
-0.15735999999999972 -0.07406000000000001 0.3808881999963507 1AO8 1AO804 1AO800
-0.70594 -0.07021 0.3210048113834034 1AO8 1AO804 1AO801
-0.23504999999999932 -0.04930000000000001 0.87091714041052 1AO8 1AO804 1AO802
0.4458100000000007 0.25419 0.010238007374075764 1AO8 1AO804 1AO803
-0.45167999999999964 -0.052669999999999995 0.9811697343988461 1AO8 1AO804 1AO805
-0.4478 0.034050000000000025 1.318613561995873 1AO8 1AO804 1AO806
0.02803000000000022 -0.06930999999999998 0.9042130506897692 1AO8 1AO804 1AO807
-0.19726 -0.07074999999999998 1.6611689311754376 1AO8 1AO804 1AO808
-0.3257399999999997 -0.03122999999999998 1.9742862981022817 1AO8 1AO804 1AO809
-0.09786999999999946 0.0021999999999999797 -0.27697093272857476 1AO8 1AO804 1AO810
-0.26882999999999946 -0.03154999999999997 0.30787150746330383 1AO8 1AO804 1AO811
0.2943199999999999 -0.02139000000000002 -0.6002815344024954 1AO8 1AO805 1AO800
-0.2542600000000004 -0.01754 -0.6601649230154427 1AO8 1AO805 1AO801
0.21663000000000032 0.003369999999999984 -0.1102525939883261 1AO8 1AO805 1AO802
0.8974900000000003 0.30686 -0.9709317270247704 1AO8 1AO805 1AO803
0.45167999999999964 0.052669999999999995 -0.9811697343988461 1AO8 1AO805 1AO804
0.0038799999999996615 0.08672000000000002 0.33744382759702685 1AO8 1AO805 1AO806
0.47970999999999986 -0.016639999999999988 -0.07695668370907693 1AO8 1AO805 1AO807
0.25441999999999965 -0.018079999999999985 0.6799991967765915 1AO8 1AO805 1AO808
0.12593999999999994 0.021440000000000015 0.9931165637034356 1AO8 1AO805 1AO809
0.3538100000000002 0.054869999999999974 -1.258140667127421 1AO8 1AO805 1AO810
0.18285000000000018 0.021120000000000028 -0.6732982269355423 1AO8 1AO805 1AO811
0.29044000000000025 -0.10811000000000004 -0.9377253619995223 1AO8 1AO806 1AO800
-0.25814000000000004 -0.10426000000000002 -0.9976087506124696 1AO8 1AO806 1AO801
0.21275000000000066 -0.08335000000000004 -0.44769642158535294 1AO8 1AO806 1AO802
0.8936100000000007 0.22014 -1.3083755546217972 1AO8 1AO806 1AO803
